representation,preproc,metric,algorithm,k,ari,nmi,bal_acc
ring_dual,z+pca10,cosine,single,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring_dual,z-length,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring_dual_sym,z-length,euclidean,dbscan_q10,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring+whitehead+syll,z,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
ring+whitehead+syll,z-length,euclidean,dbscan_q20,2,0.006090416697510708,0.0179923882420099,0.5088495575221239
letters,z,euclidean,dbscan_q10,4,0.006067647368122164,0.07948034593332297,0.5335337006734568
letters,z+pca10,euclidean,dbscan_q10,4,0.006067647368122164,0.07948034593332297,0.5335337006734568
knots+ring,z,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
knots+ring,z,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
knots+ring,z-length,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
knots+ring,z-length,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z,euclidean,complete,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z,cosine,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z,correlation,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z-length,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_autocorr,z-length,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_spectrum,z-length,correlation,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual,z,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual,z,euclidean,complete,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual,z,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual,z-length,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual,z-length,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual_sym,z,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual_sym,z,correlation,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_dual_sym,z-length,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring+whitehead+syll,z,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring+whitehead+syll,z,euclidean,complete,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring+whitehead+syll,z,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring+whitehead+syll,z-length,euclidean,average,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring+whitehead+syll,z-length,euclidean,single,3,0.006036183820419893,0.01786630767293184,0.5088495575221239
ring_spectrum,z-length,correlation,complete,5,0.006027654342040068,0.018742579182081876,0.5866032170089608
kmer23,z,cosine,dbscan_q10,4,0.005909014803608138,0.07023334559273374,0.5309734513274337
kmer3,z+pca10,correlation,single,5,0.005696363270685484,0.041711023113377335,0.5444704179885346
ring_spectrum,z-length,cosine,complete,6,0.005693597159172196,0.03526395020021627,0.5975399343240385
knots+ring,z+pca10,correlation,single,5,0.005626556490164102,0.017589223678813,0.5204819947681861
whitehead,z-length,euclidean,spectral,2,0.005567187355795045,0.0072355431098316825,0.5
knots,z,cosine,spectral,2,0.005567187355795045,0.0072355431098316825,0.5
knots,z+pca10,cosine,spectral,2,0.005567187355795045,0.0072355431098316825,0.5
letters,z,euclidean,single,5,0.005566821814540873,0.08862158630748941,0.5353982300884956
letters,z+pca10,euclidean,single,5,0.005566821814540873,0.08862158630748941,0.5353982300884956
whitehead,z+pca10,correlation,ward,2,0.005523990605393816,0.0058466189406710155,0.5
ring_spectrum,z-length,correlation,complete,2,0.005523990605393816,0.0058466189406710155,0.5
letters,z,euclidean,single,4,0.005510844821999477,0.08131086990514029,0.5322535760004452
letters,z+pca10,euclidean,single,4,0.005510844821999477,0.08131086990514029,0.5322535760004452
whitehead,z-length,cosine,single,2,0.005003987726831306,0.0017875247852273432,0.5089608727110815
whitehead,z-length,cosine,dbscan_q20,2,0.005003987726831306,0.0017875247852273432,0.5089608727110815
whitehead,z-length,correlation,single,2,0.005003987726831306,0.0017875247852273432,0.5089608727110815
letters,z,euclidean,single,6,0.0049757163348760035,0.09043728874731075,0.5353982300884956
letters,z+pca10,euclidean,single,6,0.0049757163348760035,0.09043728874731075,0.5353982300884956
letters,z,euclidean,single,3,0.004942535247948783,0.08389193040115694,0.5309734513274337
letters,z+pca10,euclidean,single,3,0.004942535247948783,0.08389193040115694,0.5309734513274337
all,z,euclidean,average,4,0.004699669911519509,0.03458991928957942,0.5132743362831859
all,z,euclidean,average,6,0.004678304969205542,0.030299020050015762,0.5158345856292091
kmer4,z,euclidean,complete,5,0.0046454994892307965,0.03436815019915768,0.5132743362831859
kmer4,z-length,euclidean,complete,5,0.0046454994892307965,0.03436815019915768,0.5132743362831859
whitehead,z,euclidean,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
whitehead,z,cosine,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
whitehead,z,correlation,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
whitehead,z+pca10,euclidean,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
whitehead,z+pca10,cosine,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
whitehead,z+pca10,correlation,kmeans,2,0.004182287884444179,0.0050599669659745624,0.5
ring_spectrum,z-length,cosine,complete,2,0.004182287884444179,0.0050599669659745624,0.5
ring_spectrum,z-length,euclidean,kmeans,2,0.004052502183878421,0.0042072301579826115,0.5
ring_spectrum,z-length,cosine,kmeans,2,0.004052502183878421,0.0042072301579826115,0.5
ring_spectrum,z-length,cosine,spectral,2,0.004052502183878421,0.0042072301579826115,0.5
ring_spectrum,z-length,correlation,kmeans,2,0.004052502183878421,0.0042072301579826115,0.5
ring_spectrum,z-length,correlation,spectral,2,0.004052502183878421,0.0042072301579826115,0.5
ring_spectrum,z-length,cosine,single,3,0.00385308907323606,0.006133364885080545,0.504424778761062
ring_dual_permsym,z+pca10,euclidean,single,3,0.0038420500235722896,0.05007247315859017,0.5176991150442478
ring_dual_permsym,z-length,correlation,single,3,0.0038420500235722896,0.05007247315859017,0.5176991150442478
ring_dual_sym,z,cosine,dbscan_q5,2,0.003735333010508761,0.003863465572824735,0.5057049034340736
ring_autocorr,z,euclidean,average,6,0.0036960716393681795,0.12977424050984235,0.5088495575221239
ring_autocorr,z-length,euclidean,average,6,0.0036960716393681795,0.12977424050984235,0.5088495575221239
syllable,z,euclidean,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z,cosine,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z,correlation,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z+pca10,euclidean,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z+pca10,cosine,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z+pca10,correlation,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z-length,euclidean,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z-length,cosine,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
syllable,z-length,correlation,kmeans,3,0.003596011405918452,0.0032894155360230323,0.5153614960761396
shape (control),z-length,correlation,single,3,0.0033260515942649237,0.0906853416662754,0.6507207658485
all,z,euclidean,average,5,0.0032413112509467766,0.032472910957571745,0.5132743362831859
kmer4,z,euclidean,complete,6,0.0031872024118292067,0.03227943339030293,0.5132743362831859
kmer4,z-length,euclidean,complete,6,0.0031872024118292067,0.03227943339030293,0.5132743362831859
whitehead,z+pca10,correlation,complete,3,0.003025893106627177,0.006558685530168442,0.5
knots+ring,z,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
knots+ring,z-length,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_autocorr,z-length,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_spectrum,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_spectrum,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_spectrum,z-length,correlation,dbscan_q5,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,euclidean,complete,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z+pca10,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual,z-length,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z,euclidean,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z-length,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_permsym,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_permsym,z+pca10,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_permsym,z+pca10,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z,euclidean,complete,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,euclidean,average,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,euclidean,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,cosine,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring+whitehead+syll,z-length,correlation,dbscan_q10,2,0.002992103693533987,0.009214083427925226,0.504424778761062
all,z-length,cosine,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
all,z-length,correlation,single,2,0.002992103693533987,0.009214083427925226,0.504424778761062
ring_dual_sym,z-length,euclidean,complete,3,0.002959443823816429,0.005895106988233226,0.5
knots,z+pca10,correlation,spectral,2,0.002919371821580803,0.005886135419475069,0.5
all,z+pca10,cosine,single,3,0.002832115639550278,0.08868925619683221,0.5309734513274337
kmer2,z,euclidean,average,5,0.0026813132500981417,0.10286815876173047,0.5398230088495575
kmer2,z-length,euclidean,average,6,0.0025618769460284425,0.09806557343645231,0.5392386041075304
ring_autocorr,z-length,euclidean,average,5,0.002488232943013837,0.1187336921517501,0.5088495575221239
kmer4,z,euclidean,average,6,0.002458795522344072,0.038130610447793416,0.5132743362831859
kmer4,z-length,euclidean,average,6,0.002458795522344072,0.038130610447793416,0.5132743362831859
shape (control),z-length,euclidean,average,5,0.0022301896375652,0.032457106279518755,0.5309734513274337
knots,z-length,euclidean,spectral,3,0.002075015420758755,0.0025562563775835445,0.5
whitehead,z-length,euclidean,average,6,0.002071059239561651,0.08600089844340579,0.5488951967495965
ring_dual_permsym,z,cosine,complete,2,0.0020523832514944282,0.001857628551624721,0.5
