name,r1,r2,n_members,members,failed_arms,n_failed_arms,in_complete_10k,missing_arms_10k,baseline_solved,baseline_nodes,baseline_minL,s20_mk2_solved,s20_mk2_nodes,s20_mk2_minL,s20_mk2_mK2_solved,s20_mk2_mK2_nodes,s20_mk2_mK2_minL,s20_f4_solved,s20_f4_nodes,s20_f4_minL
ac19_5016,YXXXYxx,YYXYXYYXXyyxx,3,6026 70622 102578,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2215,2,false,10000,17,true,6793,2
ac19_50192,YYXXXyX,YXXyxxYXXyxxx,1,89043,baseline,1,true,,false,10000,20,true,72,2,true,125,2,true,155,2
ac19_50305,YXXyx,YYXYYxYYXyxyXyyXyX,1,89284,s20_mk2,1,true,,true,3375,2,false,10000,15,true,7572,2,true,785,2
ac19_50439,YYXXyXYXyx,YXYXyxYXXyx,1,89569,baseline,1,true,,false,10000,15,true,1746,2,true,3842,2,true,2779,2
ac19_50453,YYXyxYXXyx,YYXXyxYXyxx,1,89611,baseline,1,true,,false,10000,15,true,1735,2,true,3837,2,true,2830,2
ac19_50471,YXYxyx,YYYXyyxYxxYYx,2,89674 153248,"s20_mk2,s20_mk2_mK2,s20_f4",3,true,,true,3515,2,false,10000,17,false,10000,17,false,10000,17
ac19_50480,YXXyXyx,YYYYxxxxyyX,1,89689,s20_f4,1,true,,true,665,2,true,1668,2,true,1487,2,false,10000,14
ac19_50491,YXXYxxyx,YXyXYxxyXyX,1,89716,baseline,1,true,,false,10000,15,true,1385,2,true,2578,2,true,2936,2
ac19_50497,YYXXXYX,YYYXyXXYxyX,1,89733,baseline,1,true,,false,10000,17,true,950,2,true,8101,2,true,855,2
ac19_50610,YXYxxYXyxYXyx,YYxyXYxxYXyxYX,1,90026,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_50826,YYXXyxx,YYYXYXYxxYYX,1,90551,baseline,1,true,,false,10000,16,true,877,2,true,1415,2,true,8800,2
ac19_50841,YXXyXyxx,YYYxxxYYx,2,90583 139445,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_50867,YYXXXXXyX,YXyXYxyxx,1,90652,baseline,1,true,,false,10000,16,true,4719,2,true,6344,2,true,2079,2
ac19_50870,YYXXXXyyXYX,YYXXXXYXXyyX,1,90661,"baseline,s20_f4",2,true,,false,10000,16,true,1776,2,true,4078,2,false,10000,15
ac19_50892,YYXXXXyXX,YXXyXXYxxxxxxyX,1,90721,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_50910,YXXYx,YYYYXYYXYYXXyx,1,90757,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6813,2,false,10000,18,false,10000,18
ac19_50926,YYYXXYYXXyX,YYYXXXYYXXX,1,90802,"baseline,s20_f4",2,true,,false,10000,14,true,2800,2,true,5554,2,false,10000,14
ac19_51017,YYXXyx,YYYXXYxYXXX,2,91055 137312,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5256,2,false,10000,15,true,8309,2
ac19_51034,YYXXXXYX,YYYXYXyyX,1,91095,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_51316,YXyXXXyX,YYXXXyyxx,1,91875,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,2953,2,false,10000,17,false,10000,17
ac19_51356,YYXXXYX,YYXyXXyxYx,2,91988 111297,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,3833,2,false,10000,15,true,2981,2
ac19_51418,YXXYx,YYYxyXYXYYXyyx,1,92143,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,3882,2,false,10000,18
ac19_51462,YXXXyxx,YYXyXYxyXYxyx,4,92258 99362 99795 133609,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_5152,YYXXXXXyxx,YXXXXXXXXYx,7,6189 53650 88139 118900 128344 132423 139631,baseline,1,false,s20_mk2_mK2,false,10000,15,true,737,2,missing,,,true,2688,2
ac19_5159,YYXXXXX,YXyXXYxyXYx,2,6200 125605,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2695,2,false,10000,17,true,1386,2
ac19_51600,YXYXXXX,YYYXyyXXyxxxyxx,1,92649,s20_mk2_mK2,1,true,,true,4398,2,true,560,2,false,10000,15,true,59,2
ac19_51613,YYXXyxx,YYXYYxxyXYX,1,92688,baseline,1,true,,false,10000,16,true,880,2,true,1418,2,true,8800,2
ac19_51678,YXyXXXyx,YYYxyyXXyXYXyyX,1,92831,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_51705,YXyXXyx,YYYxxxYxxxyxyXYX,1,92906,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,17,false,10000,17,false,10000,16,true,8597,2
ac19_5174,YXXyXYx,YYXXXYXXyxx,9,6219 24601 48048 59775 60898 74665 98782 116201 154679,baseline,1,true,,false,10000,15,true,1708,2,true,2875,2,true,4924,2
ac19_51878,YYXXYx,YYYYYXXyxyyyx,1,93329,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,4422,2,false,10000,15,false,10000,15
ac19_51920,YXyXYxx,YYYXXyyxxx,2,93456 122400,baseline,1,true,,false,10000,12,true,1027,2,true,2078,2,true,1240,2
ac19_51964,YXXYxxyx,YYYxxYYxxyXYx,1,93579,"baseline,s20_f4",2,true,,false,10000,14,true,4395,2,true,8566,2,false,10000,17
ac19_52037,YXyXXXyx,YYXYxyXXXyxYxxyyx,1,93791,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_52290,YYXYxYXXYx,YYxyXyxxYXX,1,94465,baseline,1,true,,false,10000,17,true,5598,2,true,6081,2,true,7451,2
ac19_5230,YXXyXyx,YYxxYYxxyx,2,6286 107895,"baseline,s20_f4",2,true,,false,10000,16,true,5990,2,true,8068,2,false,10000,16
ac19_52306,YXyXXyx,YYxxxYxxyxyXXYX,1,94505,baseline,1,true,,false,10000,16,true,9615,2,true,9314,2,true,7140,2
ac19_52322,YXyXXXyx,YYXXXyxyXyX,1,94538,baseline,1,true,,false,10000,17,true,8371,2,true,7720,2,true,5588,2
ac19_52346,YYXXyxx,YYxYXXYxYX,1,94612,baseline,1,true,,false,10000,16,true,880,2,true,1418,2,true,8800,2
ac19_5250,YXXyXyx,YYxyXYxyxx,2,6307 41705,"baseline,s20_f4",2,true,,false,10000,14,true,2772,2,true,5532,2,false,10000,14
ac19_52553,YXXYx,YYYXYYXYYXXyyx,1,95213,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,6988,2,false,10000,18,false,10000,18
ac19_52557,YXyXXXyx,YYXyXXYXyyxyx,1,95219,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_52564,YXyXXXyx,YYYxyyXyXYxYxxxyX,1,95233,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_5262,YXXYx,YYYxyxyyXYXyyx,1,6322,"baseline,s20_f4",2,true,,false,10000,18,true,500,2,true,3898,2,false,10000,18
ac19_52757,YYXXYxyxx,YXXYxxxYx,1,95769,s20_f4,1,true,,true,1957,2,true,1580,2,true,2013,2,false,10000,14
ac19_52773,YXXyx,YYYYXyyyyxxYxxx,2,95805 107966,s20_mk2,1,true,,true,3090,2,false,10000,15,true,7693,2,true,945,2
ac19_52838,YXyXXXyx,YYXXyXYXyxYxxyxyX,1,95973,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_52893,YXXYxxyX,YYXXXXXYx,3,96127 112000 112650,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_52915,YXXXyxYx,YYxYXYXXXYX,1,96180,s20_mk2_mK2,1,true,,true,7175,2,true,9469,2,false,10000,17,true,6978,2
ac19_52998,YXXXyxYx,YYXXYXXXXYx,1,96423,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,14,false,10000,16,false,10000,17
ac19_53010,YYXXYx,YYYYxyyxyXX,2,96443 144315,baseline,1,true,,false,10000,15,true,729,2,true,2541,2,true,2690,2
ac19_53283,YYXXXYx,YYYXXXyxyx,1,97161,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3185,2,false,10000,14,true,5933,2
ac19_5339,YXXYx,YYYXYYXXyyxyyx,1,6415,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3092,2,false,10000,18,false,10000,18
ac19_53424,YXXyx,YYYXYXyxxyyyXyXXX,1,97606,s20_mk2,1,true,,true,3323,2,false,10000,15,true,7645,2,true,942,2
ac19_53494,YXyXXyx,YYxyXyxxxyXYXYXyX,1,97798,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,16,false,10000,17,false,10000,16,true,7532,2
ac19_53527,YYXXXXXyX,YXXyXYxxxxxyX,2,97890 142398,"baseline,s20_f4",2,true,,false,10000,17,true,1711,2,true,3160,2,false,10000,14
ac19_53533,YYXXYYXXX,YYXYxyXXYYXyX,1,97898,s20_f4,1,true,,true,1561,2,true,1633,2,true,1799,2,false,10000,14
ac19_53802,YXXXXyXXXyX,YYxxyxYxxxyx,2,98674 109831,baseline,1,true,,false,10000,16,true,895,2,true,1598,2,true,3324,2
ac19_53850,YXYxxYXyx,YYYYxxYYYxx,2,98827 126557,s20_f4,1,true,,true,1111,2,true,4844,2,true,1833,2,false,10000,18
ac19_53992,YXXXXyXXYx,YXXXXYXXXXyxxxx,1,99192,baseline,1,true,,false,10000,17,true,1753,2,true,4231,2,true,9001,2
ac19_54072,YXYXXXX,YYYXYxyXyXyX,1,99380,s20_mk2_mK2,1,true,,true,4613,2,true,578,2,false,10000,15,true,44,2
ac19_54075,YXXYXXyxx,YYxyxYXyXX,1,99390,baseline,1,true,,false,10000,15,true,1451,2,true,945,2,true,2688,2
ac19_54134,YXYXXXX,YYXYYXyXyyx,1,99558,s20_mk2_mK2,1,true,,true,3968,2,true,581,2,false,10000,15,true,46,2
ac19_54212,YYXXYYx,YYXXyxYxYX,1,99815,"baseline,s20_f4",2,true,,false,10000,16,true,1812,2,true,3694,2,false,10000,14
ac19_54243,YXXyXyxx,YYXXYxxxyxx,1,99879,s20_f4,1,true,,true,636,2,true,3000,2,true,4022,2,false,10000,15
ac19_54273,YXXyXyX,YYYxxxxyxxx,1,99966,baseline,1,true,,false,10000,15,true,1392,2,true,2580,2,true,2689,2
ac19_54299,YYXYXXXyX,YYXyXYxyX,2,100053 120783,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_54349,YYXXyxxyX,YYxxyxYxyX,1,100219,baseline,1,true,,false,10000,15,true,1728,2,true,3876,2,true,4452,2
ac19_54514,YXYXyXXYXyX,YYYXyXXyxYxyxyx,1,100635,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,19,true,6077,2,false,10000,19,false,10000,19
ac19_54528,YYXXYYXXX,YYxxyXyXyx,1,100680,s20_f4,1,true,,true,55,2,true,474,2,true,242,2,false,10000,17
ac19_54616,YYXYYXXXyX,YYXYXXXYYXXXX,1,100913,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_5468,YYXXYxYXyyx,YYYXyyxYYXyyx,4,6561 34183 75263 84477,s20_f4,1,true,,true,1956,2,true,1587,2,true,1813,2,false,10000,14
ac19_54765,YYXXXYx,YYYYXXYXYYYXX,1,101379,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_54766,YXYxyx,YYXyXyxxxYxYXyx,2,101383 151938,"s20_mk2,s20_mk2_mK2,s20_f4",3,true,,true,3515,2,false,10000,17,false,10000,17,false,10000,17
ac19_5478,YYYXXXyxx,YYYXYXXXYxx,2,6571 55749,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2158,2,false,10000,17,true,1635,2
ac19_54835,YYXXYx,YYYXYxxyXyX,1,101578,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_54906,YXXyXyx,YYxyxxyXX,2,101785 142512,baseline,1,true,,false,10000,15,true,1757,2,true,3996,2,true,6862,2
ac19_5492,YYXXXyx,YYYXYxxyyXyX,2,6586 56167,s20_f4,1,true,,true,1973,2,true,1586,2,true,1935,2,false,10000,14
ac19_55016,YXXyx,YYYYXyxyyyXyXXX,1,102085,s20_mk2,1,true,,true,3236,2,false,10000,15,true,7657,2,true,934,2
ac19_55019,YXXXXyxYx,YXXYXXyXYxYXXX,2,102092 143359,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_55036,YYXYXXyXyx,YYXYXYXyXyX,1,102144,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,21,false,10000,17
ac19_55069,YXYXXYx,YYYxxyyXYXX,2,102212 129883,s20_f4,1,true,,true,1954,2,true,1571,2,true,1863,2,false,10000,14
ac19_55081,YXyXXXyx,YYxYXyyxxYxyx,1,102243,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_55092,YYXXyxYXXyxx,YYXXyxxYXXYXXyx,2,102270 150426,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,5638,2,false,10000,17,true,9155,2
ac19_55133,YXyXXXyx,YYxYxyxyxYXXyxx,1,102390,baseline,1,true,,false,10000,17,true,8651,2,true,6211,2,true,8679,2
ac19_55200,YXXyXyx,YYYxyXYxyxyX,1,102560,s20_f4,1,true,,true,665,2,true,1501,2,true,1346,2,false,10000,14
ac19_55212,YXXyXyx,YYYxxyxyXX,2,102589 137533,s20_f4,1,true,,true,675,2,true,1535,2,true,1373,2,false,10000,14
ac19_55217,YXXXyXXYx,YXyxxxxxyx,2,102611 145613,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,18,false,10000,16,false,10000,16,false,10000,16
ac19_55260,YYXXXYX,YYXyxxYXXXyx,1,102740,s20_f4,1,true,,true,1677,2,true,2229,2,true,6342,2,false,10000,14
ac19_5542,YYXXXYx,YXYxYxYXXXX,4,6647 59366 76816 140184,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3115,2,false,10000,14,true,5931,2
ac19_55422,YYXXYYXXX,YYXXYYxyXyXYX,1,103218,s20_f4,1,true,,true,51,2,true,458,2,true,238,2,false,10000,17
ac19_55487,YYXXYYXXX,YYXYYXXYXyXyx,1,103401,s20_f4,1,true,,true,54,2,true,478,2,true,244,2,false,10000,17
ac19_555,YYXXXyX,YXyxYXXXyxx,16,1091 5089 8923 26851 36479 44034 54710 56750 59686 70467 74772 81095 90460 108712 130332 144781,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,15,false,10000,15,false,10000,15,false,10000,15
ac19_55526,YXXXYxxxyX,YYXXYYxYXXX,1,103507,"baseline,s20_f4",2,true,,false,10000,14,true,2807,2,true,5575,2,false,10000,14
ac19_55540,YYXXYx,YYYYXYxxyXX,1,103559,baseline,1,true,,false,10000,15,true,731,2,true,2541,2,true,2688,2
ac19_5593,YXXyXyx,YYXyxyXXyX,1,6706,"baseline,s20_f4",2,true,,false,10000,14,true,2775,2,true,5553,2,false,10000,14
ac19_55950,YYXXXXXXX,YYYxyyxyyx,1,104720,s20_f4,1,true,,true,10,2,true,78,2,true,10,2,false,10000,19
ac19_55963,YXYXyx,YYYYYYXYxyXXXXX,1,104753,s20_f4,1,true,,true,5437,2,true,5056,2,true,6382,2,false,10000,13
ac19_55987,YYXXYx,YYYXYxxyXXYYX,1,104819,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,7167,2,false,10000,17,false,10000,17
ac19_56067,YYXXXYx,YYXYYXXYXyx,1,105052,"baseline,s20_mk2_mK2",2,true,,false,10000,14,true,3185,2,false,10000,14,true,5932,2
ac19_56369,YXXXyxxYx,YYxYYxxyXX,1,105913,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,5630,2,false,10000,17,false,10000,17
ac19_56371,YXYXXXX,YYYXyyXXXYXyxx,1,105917,s20_mk2_mK2,1,true,,true,4398,2,true,557,2,false,10000,15,true,53,2
ac19_5652,YYXXyxx,YYYYXYxyx,13,6774 9007 54541 72955 75269 88713 97845 105559 106513 114577 127485 145935 148401,"baseline,s20_f4",2,true,,false,10000,14,true,2769,2,true,5486,2,false,10000,14
ac19_56522,YXYXyXXYXyX,YYXXyXyXYXYXyX,1,106352,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,5630,2,false,10000,17,true,7463,2
ac19_56581,YXYXXYx,YYXyyXYxxYX,1,106510,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_56782,YYXXyxx,YYYXXYxyXYx,1,107092,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,6077,2,false,10000,15,true,5126,2
ac19_56843,YYXyXYYXXyX,YYXyxxxxyyX,2,107260 133249,"baseline,s20_f4",2,true,,false,10000,14,true,2822,2,true,5585,2,false,10000,14
ac19_56897,YYXXXyxxx,YYXXXYxYXYxx,1,107417,"baseline,s20_mk2,s20_f4",3,true,,false,10000,16,false,10000,14,true,6329,2,false,10000,16
ac19_56960,YYXXyx,YXXyxxxxxyXyX,1,107582,s20_f4,1,true,,true,8310,2,true,1665,2,true,3948,2,false,10000,14
ac19_56970,YYXXyxx,YYYYXXYxYYxYx,1,107601,"baseline,s20_f4",2,true,,false,10000,16,true,5883,2,true,9409,2,false,10000,16
ac19_56971,YXYXyx,YYXYxYXXyxyyXyyXYxYYx,1,107603,"baseline,s20_mk2,s20_mk2_mK2",3,true,,false,10000,15,false,10000,15,false,10000,15,true,8151,2
ac19_56972,YXYxyx,YYXyXXyyXyxYXyx,1,107607,"s20_mk2,s20_mk2_mK2,s20_f4",3,true,,true,3503,2,false,10000,17,false,10000,17,false,10000,17
ac19_57023,YYXXyxx,YYYXXXYxxxYx,1,107737,baseline,1,true,,false,10000,16,true,870,2,true,1417,2,true,3405,2
ac19_5705,YXyXXXyx,YYXyXYXXyxxYxxyyX,1,6836,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_57064,YXXyXyx,YYYXyxxyyXYx,1,107843,s20_f4,1,true,,true,675,2,true,1535,2,true,1373,2,false,10000,14
ac19_57068,YYXXYYx,YYYXyyxyXYx,2,107850 146965,"baseline,s20_f4",2,true,,false,10000,16,true,1788,2,true,3675,2,false,10000,14
ac19_57141,YXYXXXX,YYXyyXyxxxxx,1,108039,s20_mk2_mK2,1,true,,true,3700,2,true,553,2,false,10000,15,true,47,2
ac19_57294,YYYXXyxxyyX,YYXXyxxxxxx,1,108470,baseline,1,true,,false,10000,15,true,1730,2,true,3890,2,true,4456,2
ac19_57417,YXXyXYx,YYYxyxxyXyX,1,108838,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,15,true,9887,2,false,10000,15,false,10000,15
ac19_57517,YXYXXYx,YYxyXXYXyx,1,109152,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_57551,YYXXXXXyX,YYxyXXXXXX,3,109239 126490 155675,baseline,1,true,,false,10000,16,true,3195,2,true,869,2,true,3670,2
ac19_57622,YYXXXXYX,YYYYXXyyX,1,109413,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,17,true,8692,2,false,10000,17,false,10000,17
ac19_57669,YXXYxxyx,YYxxyXYxxyXyXYX,1,109566,"baseline,s20_f4",2,true,,false,10000,14,true,4419,2,true,8594,2,false,10000,17
ac19_57760,YYXXXyX,YYYxyyxxxyyX,1,109811,"baseline,s20_f4",2,true,,false,10000,14,true,441,2,true,400,2,false,10000,14
ac19_57774,YXYXXXX,YYXXXXyXyxYx,1,109844,s20_mk2_mK2,1,true,,true,3948,2,true,535,2,false,10000,15,true,47,2
ac19_57862,YYXXXYX,YYYXXYXXyyx,1,110128,s20_f4,1,true,,true,8267,2,true,1595,2,true,3879,2,false,10000,13
ac19_57892,YYXYXYxYX,YXXyXYxYx,1,110216,"baseline,s20_mk2_mK2",2,true,,false,10000,16,true,7849,2,false,10000,16,true,7284,2
ac19_57900,YXYXXXX,YYXXXXXyyxYx,1,110249,s20_mk2_mK2,1,true,,true,3940,2,true,580,2,false,10000,15,true,44,2
ac19_57915,YXXYxxyX,YYXXyyXYxYX,1,110290,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_57917,YXXYxxyx,YYYxxYxxyXXYx,1,110296,"baseline,s20_f4",2,true,,false,10000,14,true,4395,2,true,8566,2,false,10000,17
ac19_57992,YYXXXYxx,YYYXYYXXyyxyx,1,110483,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,19,false,10000,19,false,10000,19
ac19_58079,YYYXXXyyxx,YYYYXYxyyyXXYYX,1,110730,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,6876,2,false,10000,17,true,4069,2
ac19_58098,YYXXXYXyX,YYXyXYxyXX,1,110781,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,2640,2,false,10000,17,true,517,2
ac19_58123,YXXYXXyx,YYxxyXYXXXXyX,1,110851,"baseline,s20_f4",2,true,,false,10000,17,true,5600,2,true,6488,2,false,10000,17
ac19_58131,YXyXXyx,YYYXyxyxxxYXyx,1,110874,baseline,1,true,,false,10000,16,true,9832,2,true,9530,2,true,7193,2
ac19_58148,YXXyXyx,YYxxyxYYxxxx,1,110945,"s20_mk2_mK2,s20_f4",2,true,,true,8992,2,true,4042,2,false,10000,18,false,10000,18
ac19_58149,YXyXXXyx,YYxyXyxyXYX,1,110951,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_58252,YXYXXYx,YYXyXYxyXYx,1,111239,baseline,1,true,,false,10000,15,true,1409,2,true,2579,2,true,2688,2
ac19_58348,YXXyXyX,YYYxxyXyxx,1,111475,baseline,1,true,,false,10000,15,true,1392,2,true,2580,2,true,2688,2
ac19_58350,YYXXyxx,YYXYxxxYxyXX,1,111481,baseline,1,false,s20_mk2,false,10000,16,missing,,,true,1417,2,true,3404,2
ac19_58411,YYXXyx,YYXXXXYxxxYXX,1,111648,"baseline,s20_mk2_mK2",2,true,,false,10000,15,true,5266,2,false,10000,15,true,8308,2
ac19_58416,YXXyXyx,YYXyyXXyxyX,1,111661,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,14,true,3205,2,false,10000,14,false,10000,14
ac19_58509,YXXXyxYx,YYxxyXXYX,1,111915,"baseline,s20_mk2_mK2",2,true,,false,10000,17,true,8565,2,false,10000,17,true,3549,2
ac19_58570,YYXXYxYxyX,YXYxyXYxxyX,1,112095,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,20,false,10000,20,false,10000,20,false,10000,20
ac19_58660,YXXYXXyx,YXyXYxyXXYx,2,112334 153097,baseline,1,true,,false,10000,17,true,906,2,true,1884,2,true,4236,2
ac19_58661,YXyXXXyx,YYxyxxyXXXX,1,112335,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,19,false,10000,17,false,10000,17,false,10000,17
ac19_58707,YYXXXYx,YYXYXXyyxx,1,112463,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,15,false,10000,16,false,10000,16
ac19_58740,YXyXXXyx,YYXyyxYxyxxYx,1,112571,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_58757,YXYXXYx,YYXyyxxYXyxYXX,1,112615,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,16,false,10000,16,false,10000,16,false,10000,16
ac19_58768,YYXXyxxxxyX,YYXXXXYXXyyX,1,112658,"baseline,s20_f4",2,true,,false,10000,16,true,1774,2,true,4076,2,false,10000,15
ac19_5879,YXYXYx,YYYXyyyXyxYYXXYxYYx,1,7052,"baseline,s20_f4",2,false,s20_mk2_mK2,false,10000,19,true,2152,2,missing,,,false,10000,19
ac19_58964,YXXYx,YYXYYXyyxYXyyx,1,113245,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3433,2,false,10000,18,false,10000,18
ac19_59046,YYXXYYXXX,YYXXyxxxYXyX,1,113474,s20_f4,1,true,,true,1559,2,true,1612,2,true,1796,2,false,10000,14
ac19_5912,YXXyXYx,YYXXyxYXXXyxyxx,1,7090,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,18,true,3502,2,false,10000,18,false,10000,18
ac19_59145,YYXXXXyXX,YXyxxyXXYxx,2,113748 146847,"baseline,s20_f4",2,true,,false,10000,16,true,1779,2,true,4234,2,false,10000,15
ac19_59162,YYXXyx,YYYYxyyXXYX,2,113799 135598,s20_f4,1,true,,true,8432,2,true,1712,2,true,4047,2,false,10000,14
ac19_59170,YXyXXXyx,YYXyyxxYXyxYxyxYx,1,113830,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_59205,YXXyXyx,YYXXXXyyXyxx,1,113928,s20_f4,1,true,,true,1966,2,true,1584,2,true,2023,2,false,10000,14
ac19_59227,YXXyx,YYXYYxyyXyxyXyXXX,1,113989,s20_mk2,1,true,,true,3340,2,false,10000,15,true,7605,2,true,940,2
ac19_59290,YXYXXYx,YYYxxYXYXXXX,1,114155,s20_f4,1,true,,true,1954,2,true,1570,2,true,1856,2,false,10000,14
ac19_59363,YXXYx,YYYXYXYYxxyyyX,1,114337,"baseline,s20_f4",2,true,,false,10000,18,true,733,2,true,4693,2,false,10000,18
ac19_59404,YYXXyx,YYXXXYXXXXYYx,1,114480,s20_f4,1,true,,true,8248,2,true,1713,2,true,4008,2,false,10000,14
ac19_59474,YYXXyx,YYXYYxxyXXX,1,114688,s20_f4,1,true,,true,8306,2,true,1696,2,true,4018,2,false,10000,14
ac19_59555,YXXYx,YYYYXYXYYYXXyx,1,114920,"baseline,s20_f4",2,true,,false,10000,18,true,733,2,true,4693,2,false,10000,18
ac19_59556,YYXyXYxxx,YYXyXyxyx,1,114922,baseline,1,true,,false,10000,15,true,746,2,true,2551,2,true,717,2
ac19_59576,YYXXXXyx,YXyxxxYXXyx,1,115001,"baseline,s20_mk2,s20_mk2_mK2,s20_f4",4,true,,false,10000,17,false,10000,17,false,10000,17,false,10000,17
ac19_59701,YXXYXXyX,YYYXyyyxx,1,115343,"baseline,s20_mk2_mK2,s20_f4",3,true,,false,10000,16,true,3237,2,false,10000,15,false,10000,15
